doi,title,authors,editors,year,publication_date,journal_name,publisher,work_type,language,is_open_access,abstract,subjects,source_url,citation_count,relation,source_db,relevance_score
10.7761/9786068266633,Les deux morts de Maurice Blanchot: Une phénoménologie,Etienne Pinat,,2014,2014-01-01,Zeta Books,,book,fr,False,,Philosophy,https://openalex.org/W322958565,4.0,,OpenAlex,10
10.7591/9781501738869-007,"6. Resisting, Responding: Maurice Blanchot and the Promise of Writing",,,2020,,Beyond Symbolism,Cornell University Press,book-chapter,,False,,,https://doi.org/10.7591/9781501738869-007,0.0,,Crossref,10
,Pensée de l’image et théorie de la représentation chez Maurice Blanchot : à partir de L’Espace Littéraire,Alice Delmotte-Halter,,2012,,La Revue des ressources.org,,ART,,,,,,,,HAL,10
,Cahiers Maurice Blanchot,Jérémie Majorel | Christophe Bident | Parham Shahrjerdi,,2014,2014-01-01,HAL (Le Centre pour la Communication Scientifique Directe),,preprint,fr,,International audience,Philosophy,https://openalex.org/W3212571577,4.0,,OpenAlex,10
,"Actes des journées d’études Antonin Artaud, Samuel Beckett, Maurice Blanchot",Sarah Clément,,2012,,,,OUV,,,,,,,,HAL,10
,"Maurice Blanchot. ""La littérature encore une fois"". Colloque de Genève",Jonathan Degenève,,2017,,,,PROCEEDINGS,,,,,,,,HAL,10
10.1353/prg.2007.0034,"Maurice Blanchot, 1907–2003",Jean-Luc. Nancy | Leslie Hill,,2007,,Paragraph,Edinburgh University Press,journal-article,en,False,,,https://doi.org/10.1353/prg.2007.0034,0.0,,Crossref,10
10.14321/crnewcentrevi.15.3.0201,The Force and the Weakness of the Law: Grace and Disgrace in the Writing of Maurice Blanchot,Aïcha Liviana Messina,,2015,,CR: The New Centennial Review,Michigan State University Press,journal-article,en,False,,,https://doi.org/10.14321/crnewcentrevi.15.3.0201,0.0,,Crossref,10
10.14361/9783839411605-009,Maurice Blanchot: Unterbrechung der Politik,Martin Saar,,2010,,Sozialtheorie,transcript Verlag,book-chapter,de,False,,,https://doi.org/10.14361/9783839411605-009,0.0,,Crossref,10
10.14361/9783839406984-003,Berührung- Entblößung. Von der Pathik der Bilder bei Maurice Blanchot,Emanuel Alloa,,2007,,Kultur- und Medientheorie,transcript Verlag,book-chapter,de,False,,,https://doi.org/10.14361/9783839406984-003,0.0,,Crossref,10
10.1093/fs/lv.3.424,"REVIEWS The Place of Maurice Blanchot. Edited by PEPPERTHOMAS, (Yale French Studies, 93) New Haven and London, Vale University Press, 1998. 283. pp. Pb. $17.00.",MICHAEL HOI LAND,,2001,,French Studies,Liverpool University Press,journal-article,en,False,,,https://doi.org/10.1093/fs/lv.3.424,0.0,,Crossref,10
10.14361/9783839450291-007,"Zwischenräume (in) der Literatur. Überlegungen mit Blick auf Maurice Blanchot, Fjodor M. Dostojewskij und Franz Kafka",Alice Stasková,,2021,,Mainzer Historische Kulturwissenschaften,transcript Verlag,book-chapter,de,False,,,https://doi.org/10.14361/9783839450291-007,0.0,,Crossref,10
,Cahiers Maurice Blanchot,Jérémie Majorel | Bident Christophe | Parham Shahrjerdi,,2014,,,,OUV,,,,,,,,HAL,10
10.3366/e0264833409000753,"The Political Share of Literature: Maurice Blanchot, 1931–1937",Hannes Opelz,,2010,,Paragraph,Edinburgh University Press,journal-article,en,False,,,https://doi.org/10.3366/e0264833409000753,1.0,,Crossref,10
10.3366/edinburgh/9781474497503.003.0005,"The Unbearable Lightness of Being: Chiasmus, Embodiment, and Interpretation in Maurice Blanchot",Zoë Roth,,2022,,Formal Matters,Edinburgh University Press,book-chapter,en,False,,,https://doi.org/10.3366/edinburgh/9781474497503.003.0005,0.0,,Crossref,10
10.3366/jobs.2013.0069,"A ‘Whispered Disfazione’: Maurice Blanchot, Leonardo da Vinci and <i>Three Dialogues with Georges Duthuit</i>",Adam Winstanley,,2013,,Journal of Beckett Studies,Edinburgh University Press,journal-article,en,False,,,https://doi.org/10.3366/jobs.2013.0069,1.0,,Crossref,10
10.3366/drt.2025.0376,"Holly Langstaff,
                    <i>Art and Technology in Maurice Blanchot</i>",Michael Portal,,2025,,Derrida Today,Edinburgh University Press,journal-article,en,False,,,https://doi.org/10.3366/drt.2025.0376,0.0,,Crossref,10
10.2307/j.ctv19m64zj.7,Maurice Blanchot:,,,2010,,Radical Indecision,University of Notre Dame Press,book-chapter,,False,,,https://doi.org/10.2307/j.ctv19m64zj.7,0.0,,Crossref,10
10.1524/9783050047812.65,"Abstraktion, Attraktion – Maurice Blanchot liest Hegel",,Andreas Gelhard,2007,2007-01-01,Akademie Verlag eBooks,Akademie Verlag,book-chapter,de,False,,Epistemology | Hegelianism | Philosophy,https://openalex.org/W2481467687,3.0,,"Crossref, OpenAlex",10
10.17648/ihgp.v4i02.109,UM ENCONTRO POSSÍVEL - JEAN LUC NANCY E MAURICE BLANCHOT  EM TORNO DA COMUNIDADE SEM COMUNIDADE.,Alberto AMARAL,,2018,,Revista do Instituto Histórico e Geográfico do Pará,Galoa Events Proceedings,journal-article,,False,,,https://doi.org/10.17648/ihgp.v4i02.109,0.0,,Crossref,10
10.1093/frebul/ktz014,"Maurice Blanchot,
                    <i>Thomas L’Obscur</i>
                    , Chapter I",John McKeane,,2020,,French Studies Bulletin,Liverpool University Press,journal-article,en,False,,,https://doi.org/10.1093/frebul/ktz014,0.0,,Crossref,10
10.12987/9780300231427-005,3. Waiting Maurice Blanchot (1907–2003),,,2019,,Last Works,Yale University Press,book-chapter,,False,,,https://doi.org/10.12987/9780300231427-005,0.0,,Crossref,10
10.12681/cjp.35103,Discussion on Social Media Aesthetic War: Maurice Blanchot and the Establishment of Ethics,Justina Šumilova,,2023,,Conatus,National Documentation Centre (EKT),journal-article,,False,,,https://doi.org/10.12681/cjp.35103,1.0,,Crossref,10
10.1215/26885220-91.3.279,Mythe et littérature dans La Part du feu de Maurice Blanchot,Daniela Hurezanu,,2000,,Romanic Review,Duke University Press,journal-article,en,False,,,https://doi.org/10.1215/26885220-91.3.279,0.0,,Crossref,10
10.1093/fs/knt235,"Maurice Blanchot and Fragmentary Writing: A Change of Epoch
                    <i>Maurice Blanchot and Fragmentary Writing: A Change of Epoch</i>
                    . By L
                    <scp>eslie</scp>
                    H
                    <scp>ill</scp>
                    . London: Continuum, 2012. vi + 443 pp.",Eugene Brennan,,2014,,French Studies,Liverpool University Press,journal-article,en,False,,,https://doi.org/10.1093/fs/knt235,0.0,,Crossref,10
10.1093/fs/knm151,"The Power of Contestation: Perspectives on Maurice Blanchot The Power of Contestation: Perspectives on Maurice Blanchot. Edited by K
                    <scp>evin</scp>
                    H
                    <scp>art</scp>
                    and G
                    <scp>eoffrey</scp>
                    H. H
                    <scp>artman</scp>
                    . Baltimore, MD, Johns Hopkins University Press, 2004.ix + 222 pp. Hb £35.50.",Martin Crowley,,2007,,French Studies,Liverpool University Press,journal-article,en,False,,,https://doi.org/10.1093/fs/knm151,0.0,,Crossref,10
10.1093/fs/knae114,"<i>Art and Technology in Maurice Blanchot</i>
                    . By Holly Langstaff
                    <i>Art and Technology in Maurice Blanchot</i>
                    . By LangstaffHolly. Edinburgh: Edinburgh University Press, 2023. viii + 191 pp.",Bryan Counter,,2024,,French Studies,Liverpool University Press,journal-article,en,False,,,https://doi.org/10.1093/fs/knae114,0.0,,Crossref,10
10.23924/oi.v15i35.651,La mirada al abismo. Relecturas del mito de Orfeo en la obra de Maurice Blanchot,Joan Cabó Rodríguez,,2024,,Open Insight,Centro de Investigacion Social Avanzada (CISAV),journal-article,,False,,,https://doi.org/10.23924/oi.v15i35.651,0.0,,Crossref,10
10.33687/jhssr.005.01.0476,The Centrality of Emptiness in the Narrative Structure of The Last Man by Maurice Blanchot,Milad Soltanian,,2026,,Journal of Humanities and Social Sciences Research,EScience Press Inc (Publications),journal-article,,False,,,https://doi.org/10.33687/jhssr.005.01.0476,0.0,,Crossref,10
10.2307/jj.36106002.13,Maurice Blanchot:,GEOFFREY HARTMAN,,2003,,Witnessing the Disaster,University of Wisconsin Press,book-chapter,,False,,,https://doi.org/10.2307/jj.36106002.13,0.0,,Crossref,10
10.31310/hum.097.05,Maurice Blanchot and Walter Benjamin - With Focus on the Ideas of ‘Translation’ and ‘Ultimate Language’ -,Kyou Hyun Park,,2025,,The Journal of Humanities,Research Institute of the Humanities,journal-article,,False,,,https://doi.org/10.31310/hum.097.05,0.0,,Crossref,10
10.3366/para.2007.30.3.3,"Maurice Blanchot, 1907–2003",Jean-Luc Nancy,,2007,,Paragraph,Edinburgh University Press,journal-article,en,False,,,https://doi.org/10.3366/para.2007.30.3.3,0.0,,Crossref,10
10.3366/para.2003.26.3.127,Maurice Blanchot (1907–2003),Michael Holland,,2003,,Paragraph,Edinburgh University Press,journal-article,en,False,,,https://doi.org/10.3366/para.2003.26.3.127,0.0,,Crossref,10
10.3366/olr.2000.015,"Carolyn Bailey Gill, ed., <i>Maurice Blanchot: The Demand of Writing</i> (London and New York: Routledge, 1996).Thomas Pepper, ed., <i>The Place of Maurice Blanchot: Yale French Studies</i> 93, (New Haven: Yale University Press, 1998).",Stephen Jarvis,,2000,,Oxford Literary Review,Edinburgh University Press,journal-article,en,False,,,https://doi.org/10.3366/olr.2000.015,0.0,,Crossref,10
10.3366/olr.2000.014,"Gerald L. Bruns, <i>Maurice Blanchot: The Refusal of Philosophy</i> (Baltimore and London: Johns Hopkins University Press, 1997).",Alan Brown,,2000,,Oxford Literary Review,Edinburgh University Press,journal-article,en,False,,,https://doi.org/10.3366/olr.2000.014,0.0,,Crossref,10
10.4000/books.pupo.1112,Intentionnalité et singularité. Maurice Blanchot et à la phénoménologie,Arthur Cools,,2010,2010-01-01,Presses universitaires de Paris Nanterre eBooks,Presses universitaires de Paris Nanterre,book-chapter,fr,False,"Le rapport de Blanchot à la phénoménologie n’est pas évident. Dans les livres de référence qui se rapportent à cette école de pensée inaugurée par les recherches de Husserl, Blanchot n’est pas mentionné. En effet, l’on ne trouve pas dans l’œuvre de Blanchot une réflexion explicite sur l’héritage de la philosophie de Husserl ni une contribution systématique à l’approche phénoménologique. En revanche, il est possible de repérer dans son écriture plusieurs références à des contemporains qui ont ...",Philosophy,https://openalex.org/W1828157630,2.0,,"Crossref, OpenAlex",10
10.4000/books.pupo.1090,Maurice Blanchot et la philosophie,,Éric Hoppenot | Alain Milon,2010,,,Presses universitaires de Paris Nanterre,edited-book,fr,False,,,https://doi.org/10.4000/books.pupo.1090,2.0,,Crossref,10
10.4000/books.pufc.7632,Maurice Blanchot à L’Insurgé,Régis Lanno,,2013,,Les écrivains théoriciens de la littérature,Presses universitaires de Franche-Comté,book-chapter,fr,False,,,https://doi.org/10.4000/books.pufc.7632,0.0,,Crossref,10
10.4000/books.pub.5292,"Maurice Blanchot, ou le secret de l’écriture",Serge Canadas,,2001,,Dire le secret,Presses Universitaires de Bordeaux,book-chapter,fr,False,,,https://doi.org/10.4000/books.pub.5292,0.0,,Crossref,10
10.4000/14wqy,"Passions et rituels de l’écriture : Maurice Blanchot, Roger Laporte",Mireille Calle-Gruber,,2009,,Écritures blanches,Presses universitaires de Saint-Étienne,book-chapter,fr,False,,,https://doi.org/10.4000/14wqy,0.0,,Crossref,10
10.2307/3685715,Faux Pas: Maurice Blanchot on the Ontology of Literature,Stephen Adam Schwartz,,1998,1998-01-01,SubStance,,article,en,False,"Etude critique de la pensee de Blanchot. L'A. se penche sur les influences dues a Mallarme, Heidegger et Hegel, puis il traite de la maniere dont Blanchot aborde la question ontologique de la litterature et des conditions de sa possibilite. L'article est construit autour de l'analyse des fondements philosophiques de la pensee litteraire de Blanchot",Epistemology | Ethnology | Hegelianism | History of philosophy | Humanities | Philosophy | Sociology,https://openalex.org/W2312951942,4.0,,OpenAlex,10
